start_time,bat_landing_to_food,habit,rat_period_start,rat_period_end,seconds_after_rat_arrival,risk,reward,month,sunset_time,hours_after_sunset,season,vigilance_score,vigilance_level,high_vigilance,avoidance_behavior,rat_presence_duration,immediate_rat_threat,vigilance_x_rat_presence,merge_date,merge_hour,total_bat_landings_hour,avg_food_availability,total_rat_minutes_hour,total_rat_arrivals_hour,high_competition,rat_activity_level
2018-01-27 23:50:00,6,fast,2018-01-27 23:44:00,2018-01-27 23:50:00,355,0,1,1,2018-01-27 17:09:00,6.686388889,0,6,medium,0,0,360.0,0,36.0,2018-01-27,23,124,2.675,6.083333333,1,1,low
2018-01-28 04:20:00,11,fast,2018-01-28 04:08:00,2018-01-28 04:20:00,742,0,1,1,2018-01-27 17:09:00,11.1975,0,11,high,0,0,720.0,0,132.0,2018-01-28,4,12,1.0,11.98333333,1,0,medium
2018-01-01 01:52:00,2,fast,2018-01-01 01:50:00,2018-01-01 01:55:00,115,0,1,1,2017-12-31 16:46:00,9.108333333,0,2,low,0,0,300.0,0,10.0,2018-01-01,1,49,1.96344086,4.933333333,1,0,low
2018-01-31 19:44:00,3,rat,2018-01-31 19:41:00,2018-01-31 19:45:00,195,1,0,1,2018-01-31 17:13:00,2.522777778,0,3,medium,0,0,240.00000000000003,0,12.000000000000004,2018-01-31,19,141,3.4285714284999997,4.1333333329999995,2,1,low
2018-01-31 22:23:00,1,fast,2018-01-31 22:20:00,2018-01-31 22:24:00,168,0,1,1,2018-01-31 17:13:00,5.168333333,0,1,low,0,0,240.00000000000003,0,4.000000000000001,2018-01-31,22,158,1.9793759915,4.466666667,1,1,low
2018-01-10 23:34:00,4,fast,2018-01-10 23:32:00,2018-01-10 23:34:00,113,0,0,1,2018-01-10 16:54:00,6.673888889,0,4,medium,0,0,120.00000000000001,0,8.000000000000002,2018-01-10,23,104,1.9319892475,3.1333333329999995,3,1,low
2018-01-10 04:12:00,1,rat,2018-01-10 04:07:00,2018-01-10 04:15:00,306,1,0,1,2018-01-09 16:53:00,11.32222222,0,1,low,0,0,480.00000000000006,0,8.000000000000002,2018-01-10,4,34,2.190860215,0.0,0,0,none
2018-01-28 19:56:00,1,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,9,0,1,1,2018-01-28 17:10:00,2.770833333,0,1,low,0,0,840.0,1,14.0,2018-01-28,19,93,3.985215054,13.9,1,1,medium
2018-01-28 20:03:00,1,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,456,1,0,1,2018-01-28 17:10:00,2.895,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:04:00,35,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,528,1,0,1,2018-01-28 17:10:00,2.915,0,35,very_high,1,0,840.0,0,490.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,1,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,534,1,0,1,2018-01-28 17:10:00,2.916666667,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,7,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,545,1,1,1,2018-01-28 17:10:00,2.919722222,0,7,high,0,0,840.0,0,98.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,1,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,551,0,1,1,2018-01-28 17:10:00,2.921388889,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,35,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,569,0,1,1,2018-01-28 17:10:00,2.926388889,0,35,very_high,1,1,840.0,0,490.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,1,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,583,1,0,1,2018-01-28 17:10:00,2.930277778,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:05:00,1,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,589,0,1,1,2018-01-28 17:10:00,2.931944444,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:06:00,2,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,627,0,1,1,2018-01-28 17:10:00,2.9425,0,2,low,0,0,840.0,0,28.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:06:00,1,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,631,0,1,1,2018-01-28 17:10:00,2.943611111,0,1,low,0,0,840.0,0,14.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:06:00,4,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,642,0,1,1,2018-01-28 17:10:00,2.946666667,0,4,medium,0,0,840.0,0,56.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:08:00,4,fast,2018-01-28 19:56:00,2018-01-28 20:10:00,720,0,1,1,2018-01-28 17:10:00,2.968333333,0,4,medium,0,0,840.0,0,56.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-28 20:09:00,3,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,824,1,0,1,2018-01-28 17:10:00,2.997222222,0,3,medium,0,0,840.0,0,42.0,2018-01-28,20,112,3.3481182795,0.533333333,1,1,low
2018-01-29 01:32:00,22,fast,2018-01-29 01:29:00,2018-01-29 01:33:00,225,0,1,1,2018-01-28 17:10:00,8.381666667,0,22,high,0,0,240.00000000000003,0,88.00000000000001,2018-01-29,1,106,1.3802923384999999,4.45,1,1,low
2018-01-28 19:58:00,1,rat,2018-01-28 19:56:00,2018-01-28 20:10:00,162,1,0,1,2018-01-28 17:10:00,2.813333333,0,1,low,0,0,840.0,0,14.0,2018-01-28,19,93,3.985215054,13.9,1,1,medium
2018-02-20 01:49:00,2,rat,2018-02-20 01:47:00,2018-02-20 01:50:00,151,1,0,2,2018-02-19 17:30:00,8.333055556,0,2,low,0,0,180.0,0,6.0,2018-02-20,1,86,2.0,3.166666667,1,1,low
2018-02-20 03:10:00,1,rat,2018-02-20 03:10:00,2018-02-20 03:11:00,17,1,0,2,2018-02-19 17:30:00,9.676111111,0,1,low,0,0,60.00000000000001,1,1.0000000000000002,2018-02-20,3,50,1.5721705849999998,1.55,1,0,low
2018-02-20 02:12:00,3,bat,2018-02-20 02:10:00,2018-02-20 02:13:00,116,1,0,2,2018-02-19 17:30:00,8.713055556,0,3,medium,0,0,180.0,0,9.0,2018-02-20,2,72,2.0,0.416666667,2,0,low
2018-02-10 00:43:00,4,rat,2018-02-10 00:43:00,2018-02-10 00:45:00,22,1,0,2,2018-02-09 17:21:00,7.375277778,0,4,medium,0,0,120.00000000000001,1,8.000000000000002,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:44:00,3,fast,2018-02-10 00:43:00,2018-02-10 00:45:00,96,0,1,2,2018-02-09 17:21:00,7.395833333,0,3,medium,0,0,120.00000000000001,0,6.000000000000002,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:49:00,89,fast,2018-02-10 00:49:00,2018-02-10 00:51:00,18,0,1,2,2018-02-09 17:21:00,7.471944444,0,89,very_high,1,1,120.00000000000001,1,178.00000000000003,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:49:00,2,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,56,1,0,2,2018-02-09 17:21:00,7.4825,0,2,low,0,0,120.00000000000001,0,4.000000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:50:00,41,fast,2018-02-10 00:49:00,2018-02-10 00:51:00,65,0,1,2,2018-02-09 17:21:00,7.485,0,41,very_high,1,1,120.00000000000001,0,82.00000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:50:00,90,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,81,1,0,2,2018-02-09 17:21:00,7.489444444,0,90,very_high,1,0,120.00000000000001,0,180.00000000000003,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:50:00,20,fast,2018-02-10 00:49:00,2018-02-10 00:51:00,102,0,0,2,2018-02-09 17:21:00,7.495277778,0,20,high,0,0,120.00000000000001,0,40.00000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:51:00,2,rat,2018-02-10 00:49:00,2018-02-10 00:51:00,149,1,0,2,2018-02-09 17:21:00,7.508333333,0,2,low,0,0,120.00000000000001,0,4.000000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:44:00,7,bat,2018-02-10 00:43:00,2018-02-10 00:45:00,61,1,0,2,2018-02-09 17:21:00,7.386111111,0,7,high,0,0,120.00000000000001,0,14.000000000000004,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:44:00,21,bat,2018-02-10 00:43:00,2018-02-10 00:45:00,65,1,1,2,2018-02-09 17:21:00,7.387222222,0,21,high,0,0,120.00000000000001,0,42.00000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:44:00,4,fast,2018-02-10 00:43:00,2018-02-10 00:45:00,68,0,1,2,2018-02-09 17:21:00,7.388055556,0,4,medium,0,0,120.00000000000001,0,8.000000000000002,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-10 00:44:00,2,fast,2018-02-10 00:43:00,2018-02-10 00:45:00,80,0,1,2,2018-02-09 17:21:00,7.391388889,0,2,low,0,0,120.00000000000001,0,4.000000000000001,2018-02-10,0,134,1.2232597625000001,4.8833333329999995,4,1,low
2018-02-07 18:11:00,7,fast,2018-02-07 18:11:00,2018-02-07 18:11:00,10,0,0,2,2018-02-07 17:19:00,0.8775,0,7,high,0,0,0.0,1,0.0,2018-02-07,18,75,4.0,11.116666663,6,0,medium
2018-02-07 18:32:00,1,rat,2018-02-07 18:29:00,2018-02-07 18:44:00,166,1,0,2,2018-02-07 17:19:00,1.225277778,0,1,low,0,0,900.0,0,15.0,2018-02-07,18,75,4.0,11.116666663,6,0,medium
2018-02-07 22:58:00,14,fast,2018-02-07 22:53:00,2018-02-07 22:58:00,299,0,1,2,2018-02-07 17:19:00,5.661944444,0,14,high,0,0,300.0,0,70.0,2018-02-07,22,146,2.266685206,2.433333333,2,1,low
2018-02-08 01:47:00,8,rat,2018-02-08 01:47:00,2018-02-08 01:48:00,7,1,0,2,2018-02-07 17:19:00,8.481666667,0,8,high,0,0,60.00000000000001,1,8.000000000000002,2018-02-08,1,102,1.2467458969999998,4.416666667,3,1,low
2018-02-08 01:52:00,1,fast,2018-02-08 01:52:00,2018-02-08 01:52:00,2,0,1,2,2018-02-07 17:19:00,8.554722222,0,1,low,0,0,0.0,1,0.0,2018-02-08,1,102,1.2467458969999998,4.416666667,3,1,low
2018-02-08 02:06:00,6,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,74,1,0,2,2018-02-07 17:19:00,8.796944444,0,6,medium,0,0,240.00000000000003,0,24.000000000000007,2018-02-08,2,51,1.0,0.0,0,0,none
2018-02-08 02:06:00,1,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,80,1,0,2,2018-02-07 17:19:00,8.798611111,0,1,low,0,0,240.00000000000003,0,4.000000000000001,2018-02-08,2,51,1.0,0.0,0,0,none
2018-02-08 02:07:00,7,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,99,1,0,2,2018-02-07 17:19:00,8.803888889,0,7,high,0,0,240.00000000000003,0,28.000000000000007,2018-02-08,2,51,1.0,0.0,0,0,none
2018-02-08 02:07:00,4,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,116,1,0,2,2018-02-07 17:19:00,8.808611111,0,4,medium,0,0,240.00000000000003,0,16.000000000000004,2018-02-08,2,51,1.0,0.0,0,0,none
2018-02-08 02:08:00,4,rat,2018-02-08 02:05:00,2018-02-08 02:09:00,200,1,0,2,2018-02-07 17:19:00,8.831944444,0,4,medium,0,0,240.00000000000003,0,16.000000000000004,2018-02-08,2,51,1.0,0.0,0,0,none
2018-02-08 03:41:00,36,rat,2018-02-08 03:41:00,2018-02-08 03:45:00,27,1,0,2,2018-02-07 17:19:00,10.37444444,0,36,very_high,1,0,240.00000000000003,1,144.00000000000003,2018-02-08,3,33,0.0,4.216666667,1,0,low
2018-02-02 00:43:00,2,fast,2018-02-02 00:40:00,2018-02-02 00:44:00,184,0,1,2,2018-02-01 17:14:00,7.489722222,0,2,low,0,0,240.00000000000003,0,8.000000000000002,2018-02-02,0,117,1.278287502,4.15,2,1,low
2018-02-02 00:44:00,1,rat,2018-02-02 00:40:00,2018-02-02 00:44:00,239,1,0,2,2018-02-01 17:14:00,7.505,0,1,low,0,0,240.00000000000003,0,4.000000000000001,2018-02-02,0,117,1.278287502,4.15,2,1,low
2018-02-09 00:06:00,3,fast,2018-02-09 00:06:00,2018-02-09 00:06:00,2,0,1,2,2018-02-08 17:20:00,6.767222222,0,3,medium,0,0,0.0,1,0.0,2018-02-09,0,87,2.0,1.683333333,3,1,low
2018-02-09 00:11:00,1,rat,2018-02-09 00:09:00,2018-02-09 00:13:00,135,1,0,2,2018-02-08 17:20:00,6.862222222,0,1,low,0,0,240.00000000000003,0,4.000000000000001,2018-02-09,0,87,2.0,1.683333333,3,1,low
2018-02-09 00:26:00,17,fast,2018-02-09 00:26:00,2018-02-09 00:32:00,2,0,1,2,2018-02-08 17:20:00,7.114722222,0,17,high,0,0,360.0,1,102.0,2018-02-09,0,87,2.0,1.683333333,3,1,low
2018-02-09 00:29:00,1,rat,2018-02-09 00:26:00,2018-02-09 00:32:00,154,1,0,2,2018-02-08 17:20:00,7.156944444,0,1,low,0,0,360.0,0,6.0,2018-02-09,0,87,2.0,1.683333333,3,1,low
2018-02-09 03:31:00,1,rat,2018-02-09 03:28:00,2018-02-09 03:33:00,146,1,0,2,2018-02-08 17:20:00,10.18444444,0,1,low,0,0,300.0,0,5.0,2018-02-09,3,39,1.0,5.8,3,0,low
2018-02-09 03:32:00,21,rat,2018-02-09 03:28:00,2018-02-09 03:33:00,211,1,0,2,2018-02-08 17:20:00,10.2025,0,21,high,0,0,300.0,0,105.0,2018-02-09,3,39,1.0,5.8,3,0,low
2018-02-09 03:32:00,9,fast,2018-02-09 03:28:00,2018-02-09 03:33:00,246,0,1,2,2018-02-08 17:20:00,10.21222222,0,9,high,0,0,300.0,0,45.0,2018-02-09,3,39,1.0,5.8,3,0,low
2018-02-13 03:44:00,1,rat,2018-02-13 03:43:00,2018-02-13 03:45:00,77,1,0,2,2018-02-12 17:24:00,10.34222222,0,1,low,0,0,120.00000000000001,0,2.0000000000000004,2018-02-13,3,43,1.0,3.65,3,0,low
2018-02-13 03:50:00,3,fast,2018-02-13 03:49:00,2018-02-13 03:50:00,59,0,1,2,2018-02-12 17:24:00,10.435,0,3,medium,0,0,60.00000000000001,0,3.000000000000001,2018-02-13,3,43,1.0,3.65,3,0,low
2018-02-14 22:05:00,1,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,89,1,0,2,2018-02-14 17:26:00,4.659166667,0,1,low,0,0,480.00000000000006,0,8.000000000000002,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:08:00,2,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,259,1,0,2,2018-02-14 17:26:00,4.706388889,0,2,low,0,0,480.00000000000006,0,16.000000000000004,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:11:00,4,rat,2018-02-14 22:04:00,2018-02-14 22:12:00,470,1,0,2,2018-02-14 17:26:00,4.765,0,4,medium,0,0,480.00000000000006,0,32.00000000000001,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:46:00,2,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,187,1,0,2,2018-02-14 17:26:00,5.341666667,0,2,low,0,0,540.0,0,18.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:46:00,1,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,204,1,0,2,2018-02-14 17:26:00,5.346388889,0,1,low,0,0,540.0,0,9.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:50:00,2,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,420,1,0,2,2018-02-14 17:26:00,5.406388889,0,2,low,0,0,540.0,0,18.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:50:00,9,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,434,1,0,2,2018-02-14 17:26:00,5.410277778,0,9,high,0,0,540.0,0,81.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:51:00,61,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,512,1,0,2,2018-02-14 17:26:00,5.431944444,0,61,very_high,1,0,540.0,0,549.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 22:52:00,1,rat,2018-02-14 22:43:00,2018-02-14 22:52:00,518,1,0,2,2018-02-14 17:26:00,5.433611111,0,1,low,0,0,540.0,0,9.0,2018-02-14,22,194,1.9271313365,3.3,6,1,low
2018-02-14 03:11:00,31,fast,2018-02-14 03:02:00,2018-02-14 03:11:00,499,0,1,2,2018-02-13 17:25:00,9.771666667,0,31,very_high,1,1,540.0,0,279.0,2018-02-14,3,25,0.0,5.383333333,2,0,low
2018-02-14 05:30:00,1,rat,2018-02-14 05:26:00,2018-02-14 05:34:00,225,1,0,2,2018-02-13 17:25:00,12.09194444,0,1,low,0,0,480.00000000000006,0,8.000000000000002,2018-02-14,5,15,0.0,13.433333333,2,0,medium
2018-02-15 18:21:00,50,fast,2018-02-15 18:20:00,2018-02-15 18:28:00,54,0,1,2,2018-02-15 17:26:00,0.9225,0,50,very_high,1,1,480.00000000000006,0,400.0000000000001,2018-02-15,18,63,3.911153636,8.383333333,9,0,low
2018-02-15 19:31:00,1,fast,2018-02-15 19:30:00,2018-02-15 19:31:00,30,0,1,2,2018-02-15 17:26:00,2.085833333,0,1,low,0,0,60.00000000000001,0,1.0000000000000002,2018-02-15,19,112,3.1637506835,1.633333334,2,1,low
2018-02-15 19:31:00,86,rat,2018-02-15 19:30:00,2018-02-15 19:31:00,71,1,0,2,2018-02-15 17:26:00,2.097222222,0,86,very_high,1,0,60.00000000000001,0,86.00000000000001,2018-02-15,19,112,3.1637506835,1.633333334,2,1,low
