start_time,month,season,vigilance_score,vigilance_level,high_vigilance,avoidance_behavior,bat_landing_to_food,risk,reward,habit,seconds_after_rat_arrival,rat_presence_duration,immediate_rat_threat,hours_after_sunset,avg_food_availability,total_rat_minutes_hour,total_rat_arrivals_hour,total_bat_landings_hour,rat_activity_level,high_competition,vigilance_x_rat_presence
2018-01-28 20:05:00,1,0,7,high,0,0,7,1,1,rat,545,840.0,0,2.919722222,3.3481182795,0.533333333,1,112,low,1,98.0
2018-01-28 20:05:00,1,0,1,low,0,0,1,0,1,fast,551,840.0,0,2.921388889,3.3481182795,0.533333333,1,112,low,1,14.0
2018-01-28 20:05:00,1,0,35,very_high,1,1,35,0,1,fast,569,840.0,0,2.926388889,3.3481182795,0.533333333,1,112,low,1,490.0
2018-01-28 20:05:00,1,0,1,low,0,0,1,1,0,rat,583,840.0,0,2.930277778,3.3481182795,0.533333333,1,112,low,1,14.0
2018-01-28 20:05:00,1,0,1,low,0,0,1,0,1,fast,589,840.0,0,2.931944444,3.3481182795,0.533333333,1,112,low,1,14.0
2018-01-28 20:06:00,1,0,2,low,0,0,2,0,1,fast,627,840.0,0,2.9425,3.3481182795,0.533333333,1,112,low,1,28.0
2018-01-28 20:06:00,1,0,1,low,0,0,1,0,1,fast,631,840.0,0,2.943611111,3.3481182795,0.533333333,1,112,low,1,14.0
2018-01-28 20:06:00,1,0,4,medium,0,0,4,0,1,fast,642,840.0,0,2.946666667,3.3481182795,0.533333333,1,112,low,1,56.0
2018-01-28 20:08:00,1,0,4,medium,0,0,4,0,1,fast,720,840.0,0,2.968333333,3.3481182795,0.533333333,1,112,low,1,56.0
2018-01-28 20:09:00,1,0,3,medium,0,0,3,1,0,rat,824,840.0,0,2.997222222,3.3481182795,0.533333333,1,112,low,1,42.0
2018-01-29 01:32:00,1,0,22,high,0,0,22,0,1,fast,225,240.00000000000003,0,8.381666667,1.3802923384999999,4.45,1,106,low,1,88.00000000000001
2018-01-28 19:58:00,1,0,1,low,0,0,1,1,0,rat,162,840.0,0,2.813333333,3.985215054,13.9,1,93,medium,1,14.0
2018-02-20 01:49:00,2,0,2,low,0,0,2,1,0,rat,151,180.0,0,8.333055556,2.0,3.166666667,1,86,low,1,6.0
2018-02-20 03:10:00,2,0,1,low,0,0,1,1,0,rat,17,60.00000000000001,1,9.676111111,1.5721705849999998,1.55,1,50,low,0,1.0000000000000002
2018-02-20 02:12:00,2,0,3,medium,0,0,3,1,0,bat,116,180.0,0,8.713055556,2.0,0.416666667,2,72,low,0,9.0
2018-02-10 00:43:00,2,0,4,medium,0,0,4,1,0,rat,22,120.00000000000001,1,7.375277778,1.2232597625000001,4.8833333329999995,4,134,low,1,8.000000000000002
2018-02-10 00:44:00,2,0,3,medium,0,0,3,0,1,fast,96,120.00000000000001,0,7.395833333,1.2232597625000001,4.8833333329999995,4,134,low,1,6.000000000000002
2018-02-10 00:49:00,2,0,89,very_high,1,1,89,0,1,fast,18,120.00000000000001,1,7.471944444,1.2232597625000001,4.8833333329999995,4,134,low,1,178.00000000000003
2018-02-10 00:49:00,2,0,2,low,0,0,2,1,0,rat,56,120.00000000000001,0,7.4825,1.2232597625000001,4.8833333329999995,4,134,low,1,4.000000000000001
2018-02-10 00:50:00,2,0,41,very_high,1,1,41,0,1,fast,65,120.00000000000001,0,7.485,1.2232597625000001,4.8833333329999995,4,134,low,1,82.00000000000001
2018-02-10 00:50:00,2,0,90,very_high,1,0,90,1,0,rat,81,120.00000000000001,0,7.489444444,1.2232597625000001,4.8833333329999995,4,134,low,1,180.00000000000003
2018-02-10 00:50:00,2,0,20,high,0,0,20,0,0,fast,102,120.00000000000001,0,7.495277778,1.2232597625000001,4.8833333329999995,4,134,low,1,40.00000000000001
2018-02-10 00:51:00,2,0,2,low,0,0,2,1,0,rat,149,120.00000000000001,0,7.508333333,1.2232597625000001,4.8833333329999995,4,134,low,1,4.000000000000001
2018-02-10 00:44:00,2,0,7,high,0,0,7,1,0,bat,61,120.00000000000001,0,7.386111111,1.2232597625000001,4.8833333329999995,4,134,low,1,14.000000000000004
2018-02-10 00:44:00,2,0,21,high,0,0,21,1,1,bat,65,120.00000000000001,0,7.387222222,1.2232597625000001,4.8833333329999995,4,134,low,1,42.00000000000001
2018-02-10 00:44:00,2,0,4,medium,0,0,4,0,1,fast,68,120.00000000000001,0,7.388055556,1.2232597625000001,4.8833333329999995,4,134,low,1,8.000000000000002
2018-02-10 00:44:00,2,0,2,low,0,0,2,0,1,fast,80,120.00000000000001,0,7.391388889,1.2232597625000001,4.8833333329999995,4,134,low,1,4.000000000000001
2018-02-07 18:11:00,2,0,7,high,0,0,7,0,0,fast,10,0.0,1,0.8775,4.0,11.116666663,6,75,medium,0,0.0
2018-02-07 18:32:00,2,0,1,low,0,0,1,1,0,rat,166,900.0,0,1.225277778,4.0,11.116666663,6,75,medium,0,15.0
2018-02-07 22:58:00,2,0,14,high,0,0,14,0,1,fast,299,300.0,0,5.661944444,2.266685206,2.433333333,2,146,low,1,70.0
2018-02-08 01:47:00,2,0,8,high,0,0,8,1,0,rat,7,60.00000000000001,1,8.481666667,1.2467458969999998,4.416666667,3,102,low,1,8.000000000000002
2018-02-08 01:52:00,2,0,1,low,0,0,1,0,1,fast,2,0.0,1,8.554722222,1.2467458969999998,4.416666667,3,102,low,1,0.0
2018-02-08 02:06:00,2,0,6,medium,0,0,6,1,0,rat,74,240.00000000000003,0,8.796944444,1.0,0.0,0,51,none,0,24.000000000000007
2018-02-08 02:06:00,2,0,1,low,0,0,1,1,0,rat,80,240.00000000000003,0,8.798611111,1.0,0.0,0,51,none,0,4.000000000000001
2018-02-08 02:07:00,2,0,7,high,0,0,7,1,0,rat,99,240.00000000000003,0,8.803888889,1.0,0.0,0,51,none,0,28.000000000000007
2018-02-08 02:07:00,2,0,4,medium,0,0,4,1,0,rat,116,240.00000000000003,0,8.808611111,1.0,0.0,0,51,none,0,16.000000000000004
2018-02-08 02:08:00,2,0,4,medium,0,0,4,1,0,rat,200,240.00000000000003,0,8.831944444,1.0,0.0,0,51,none,0,16.000000000000004
2018-02-08 03:41:00,2,0,36,very_high,1,0,36,1,0,rat,27,240.00000000000003,1,10.37444444,0.0,4.216666667,1,33,low,0,144.00000000000003
2018-02-02 00:43:00,2,0,2,low,0,0,2,0,1,fast,184,240.00000000000003,0,7.489722222,1.278287502,4.15,2,117,low,1,8.000000000000002
2018-02-02 00:44:00,2,0,1,low,0,0,1,1,0,rat,239,240.00000000000003,0,7.505,1.278287502,4.15,2,117,low,1,4.000000000000001
2018-02-09 00:06:00,2,0,3,medium,0,0,3,0,1,fast,2,0.0,1,6.767222222,2.0,1.683333333,3,87,low,1,0.0
2018-02-09 00:11:00,2,0,1,low,0,0,1,1,0,rat,135,240.00000000000003,0,6.862222222,2.0,1.683333333,3,87,low,1,4.000000000000001
2018-02-09 00:26:00,2,0,17,high,0,0,17,0,1,fast,2,360.0,1,7.114722222,2.0,1.683333333,3,87,low,1,102.0
2018-02-09 00:29:00,2,0,1,low,0,0,1,1,0,rat,154,360.0,0,7.156944444,2.0,1.683333333,3,87,low,1,6.0
2018-02-09 03:31:00,2,0,1,low,0,0,1,1,0,rat,146,300.0,0,10.18444444,1.0,5.8,3,39,low,0,5.0
2018-02-09 03:32:00,2,0,21,high,0,0,21,1,0,rat,211,300.0,0,10.2025,1.0,5.8,3,39,low,0,105.0
2018-02-09 03:32:00,2,0,9,high,0,0,9,0,1,fast,246,300.0,0,10.21222222,1.0,5.8,3,39,low,0,45.0
2018-02-13 03:44:00,2,0,1,low,0,0,1,1,0,rat,77,120.00000000000001,0,10.34222222,1.0,3.65,3,43,low,0,2.0000000000000004
2018-02-13 03:50:00,2,0,3,medium,0,0,3,0,1,fast,59,60.00000000000001,0,10.435,1.0,3.65,3,43,low,0,3.000000000000001
2018-02-14 22:05:00,2,0,1,low,0,0,1,1,0,rat,89,480.00000000000006,0,4.659166667,1.9271313365,3.3,6,194,low,1,8.000000000000002
2018-02-14 22:08:00,2,0,2,low,0,0,2,1,0,rat,259,480.00000000000006,0,4.706388889,1.9271313365,3.3,6,194,low,1,16.000000000000004
2018-02-14 22:11:00,2,0,4,medium,0,0,4,1,0,rat,470,480.00000000000006,0,4.765,1.9271313365,3.3,6,194,low,1,32.00000000000001
2018-02-14 22:46:00,2,0,2,low,0,0,2,1,0,rat,187,540.0,0,5.341666667,1.9271313365,3.3,6,194,low,1,18.0
2018-02-14 22:46:00,2,0,1,low,0,0,1,1,0,rat,204,540.0,0,5.346388889,1.9271313365,3.3,6,194,low,1,9.0
2018-02-14 22:50:00,2,0,2,low,0,0,2,1,0,rat,420,540.0,0,5.406388889,1.9271313365,3.3,6,194,low,1,18.0
2018-02-14 22:50:00,2,0,9,high,0,0,9,1,0,rat,434,540.0,0,5.410277778,1.9271313365,3.3,6,194,low,1,81.0
2018-02-14 22:51:00,2,0,61,very_high,1,0,61,1,0,rat,512,540.0,0,5.431944444,1.9271313365,3.3,6,194,low,1,549.0
2018-02-14 22:52:00,2,0,1,low,0,0,1,1,0,rat,518,540.0,0,5.433611111,1.9271313365,3.3,6,194,low,1,9.0
2018-02-14 03:11:00,2,0,31,very_high,1,1,31,0,1,fast,499,540.0,0,9.771666667,0.0,5.383333333,2,25,low,0,279.0
2018-02-14 05:30:00,2,0,1,low,0,0,1,1,0,rat,225,480.00000000000006,0,12.09194444,0.0,13.433333333,2,15,medium,0,8.000000000000002
2018-02-15 18:21:00,2,0,50,very_high,1,1,50,0,1,fast,54,480.00000000000006,0,0.9225,3.911153636,8.383333333,9,63,low,0,400.0000000000001
2018-02-15 19:31:00,2,0,1,low,0,0,1,0,1,fast,30,60.00000000000001,0,2.085833333,3.1637506835,1.633333334,2,112,low,1,1.0000000000000002
2018-02-15 19:31:00,2,0,86,very_high,1,0,86,1,0,rat,71,60.00000000000001,0,2.097222222,3.1637506835,1.633333334,2,112,low,1,86.00000000000001
2018-02-15 18:52:00,2,0,6,medium,0,0,6,1,0,bat,179,360.0,0,1.440277778,3.911153636,8.383333333,9,63,low,0,36.0
2018-02-15 18:52:00,2,0,6,medium,0,0,6,0,1,fast,201,360.0,0,1.446388889,3.911153636,8.383333333,9,63,low,0,36.0
2018-02-15 18:54:00,2,0,1,low,0,0,1,1,0,rat,321,360.0,0,1.479722222,3.911153636,8.383333333,9,63,low,0,6.0
2018-02-04 18:33:00,2,0,3,medium,0,0,3,1,0,both,77,1080.0,0,1.274722222,3.9666295885,3.033333333,20,122,low,1,54.0
2018-02-04 18:32:00,2,0,155,very_high,1,1,155,0,0,fast,42,1080.0,0,1.265,3.9666295885,3.033333333,20,122,low,1,2790.0
2018-02-04 18:46:00,2,0,1,low,0,0,1,0,0,fast,856,1080.0,0,1.491111111,3.9666295885,3.033333333,20,122,low,1,18.0
2018-02-04 18:47:00,2,0,1,low,0,0,1,0,0,fast,933,1080.0,0,1.5125,3.9666295885,3.033333333,20,122,low,1,18.0
2018-02-03 17:51:00,2,0,29,very_high,1,0,29,1,0,rat,22,0.0,1,0.592777778,3.9746941045,0.666666667,1,63,low,0,0.0
2018-02-02 18:30:00,2,0,4,medium,0,0,4,1,0,rat,3,0.0,1,1.260555556,4.0,0.133333333,1,91,low,1,0.0
2018-02-05 23:22:00,2,0,1,low,0,0,1,0,0,fast,77,300.0,0,6.072222222,1.2577956989999999,1.3,8,166,low,1,5.0
2018-02-05 23:22:00,2,0,1,low,0,0,1,0,0,fast,110,300.0,0,6.081388889,1.2577956989999999,1.3,8,166,low,1,5.0
2018-02-05 23:25:00,2,0,6,medium,0,0,6,0,0,fast,253,300.0,0,6.121111111,1.2577956989999999,1.3,8,166,low,1,30.0
2018-02-16 22:18:00,2,0,2,low,0,0,2,1,0,rat,25,240.00000000000003,1,4.860277778,2.898387097,0.0,0,135,none,1,8.000000000000002
2018-02-16 22:21:00,2,0,16,high,0,0,16,1,0,rat,181,240.00000000000003,0,4.903611111,2.898387097,0.0,0,135,none,1,64.00000000000001
2018-02-16 22:21:00,2,0,2,low,0,0,2,1,0,rat,201,240.00000000000003,0,4.909166667,2.898387097,0.0,0,135,none,1,8.000000000000002
2018-02-16 22:21:00,2,0,1,low,0,0,1,0,1,fast,206,240.00000000000003,0,4.910555556,2.898387097,0.0,0,135,none,1,4.000000000000001
2018-02-16 22:22:00,2,0,76,very_high,1,0,76,1,0,rat,250,240.00000000000003,0,4.922777778,2.898387097,0.0,0,135,none,1,304.00000000000006
2018-02-19 00:33:00,2,0,58,very_high,1,1,58,0,1,fast,157,180.0,0,7.078055556,1.8886328725000001,3.616666667,1,86,low,1,174.0
2018-02-19 01:33:00,2,0,3,medium,0,0,3,1,0,rat,6,0.0,1,8.078333333,1.153353815,0.2,1,77,low,0,0.0
2018-02-10 21:08:00,2,0,5,medium,0,0,5,1,0,rat,222,420.0,0,3.771111111,2.9319892475,4.333333333,10,152,low,1,35.0
2018-02-10 21:36:00,2,0,1,low,0,0,1,1,0,rat,68,60.00000000000001,0,4.236666667,2.9319892475,4.333333333,10,152,low,1,1.0000000000000002
2018-02-10 21:36:00,2,0,2,low,0,0,2,1,0,rat,75,60.00000000000001,0,4.238611111,2.9319892475,4.333333333,10,152,low,1,2.0000000000000004
2018-02-10 21:44:00,2,0,1,low,0,0,1,1,0,rat,6,420.0,1,4.368333333,2.9319892475,4.333333333,10,152,low,1,7.0
2018-02-10 21:45:00,2,0,6,medium,0,0,6,0,0,fast,86,420.0,0,4.390555556,2.9319892475,4.333333333,10,152,low,1,42.0
2018-02-10 21:45:00,2,0,4,medium,0,0,4,1,0,rat,92,420.0,0,4.392222222,2.9319892475,4.333333333,10,152,low,1,28.0
2018-02-10 21:46:00,2,0,13,high,0,0,13,1,0,rat,137,420.0,0,4.404722222,2.9319892475,4.333333333,10,152,low,1,91.0
2018-02-10 21:46:00,2,0,1,low,0,0,1,1,0,rat,155,420.0,0,4.409722222,2.9319892475,4.333333333,10,152,low,1,7.0
2018-02-10 21:46:00,2,0,2,low,0,0,2,0,1,fast,158,420.0,0,4.410555556,2.9319892475,4.333333333,10,152,low,1,14.0
2018-02-10 21:47:00,2,0,1,low,0,0,1,1,0,rat,224,420.0,0,4.428888889,2.9319892475,4.333333333,10,152,low,1,7.0
2018-02-11 00:32:00,2,0,1,low,0,0,1,1,0,rat,35,120.00000000000001,0,7.1725,1.212096774,2.95,2,119,low,1,2.0000000000000004
2018-02-11 01:09:00,2,0,5,medium,0,0,5,0,1,fast,7,60.00000000000001,1,7.794722222,0.94160178,6.05,1,105,low,1,5.000000000000001
2018-02-11 01:54:00,2,0,44,very_high,1,0,44,1,0,rat,105,360.0,0,8.544444444,0.94160178,6.05,1,105,low,1,264.0
2018-02-11 01:55:00,2,0,3,medium,0,0,3,1,0,rat,132,360.0,0,8.551944444,0.94160178,6.05,1,105,low,1,18.0
2018-02-11 01:56:00,2,0,1,low,0,0,1,0,1,fast,242,360.0,0,8.5825,0.94160178,6.05,1,105,low,1,6.0
2018-02-11 01:57:00,2,0,6,medium,0,0,6,0,1,fast,269,360.0,0,8.59,0.94160178,6.05,1,105,low,1,36.0
2018-02-11 01:57:00,2,0,24,very_high,1,0,24,1,0,rat,286,360.0,0,8.594722222,0.94160178,6.05,1,105,low,1,144.0
2018-02-10 19:25:00,2,0,97,very_high,1,1,97,0,1,fast,13,60.00000000000001,1,2.05,3.9352278545,0.25,1,94,low,1,97.00000000000003
2018-02-17 20:50:00,2,0,2,low,0,0,2,1,0,rat,20,120.00000000000001,1,3.370555556,3.0,1.366666667,2,133,low,1,4.000000000000001
2018-02-17 20:50:00,2,0,1,low,0,0,1,1,0,rat,35,120.00000000000001,0,3.374722222,3.0,1.366666667,2,133,low,1,2.0000000000000004
2018-02-17 20:50:00,2,0,2,low,0,0,2,1,0,rat,42,120.00000000000001,0,3.376666667,3.0,1.366666667,2,133,low,1,4.000000000000001
2018-02-17 17:42:00,2,0,50,very_high,1,1,50,0,1,fast,139,180.0,0,0.247777778,4.0,5.283333333,3,21,low,0,150.0
2018-03-18 21:37:00,3,1,3,medium,0,0,3,0,1,fast,2,180.0,1,3.795555556,3.0,2.333333333,1,147,low,1,9.0
2018-03-18 21:38:00,3,1,2,low,0,0,2,0,1,fast,73,180.0,0,3.815277778,3.0,2.333333333,1,147,low,1,6.0
2018-03-18 21:39:00,3,1,1,low,0,0,1,0,1,fast,105,180.0,0,3.824166667,3.0,2.333333333,1,147,low,1,3.0
2018-03-18 21:39:00,3,1,2,low,0,0,2,0,1,fast,130,180.0,0,3.831111111,3.0,2.333333333,1,147,low,1,6.0
2018-03-29 00:47:00,3,1,4,medium,0,0,4,0,1,fast,71,540.0,0,5.849444444,2.9000528819999998,8.633333333,1,102,low,1,36.0
2018-03-29 00:49:00,3,1,46,very_high,1,0,46,1,0,rat,192,540.0,0,5.883055556,2.9000528819999998,8.633333333,1,102,low,1,414.0
2018-03-29 00:50:00,3,1,9,high,0,0,9,0,1,fast,220,540.0,0,5.890833333,2.9000528819999998,8.633333333,1,102,low,1,81.0
2018-03-29 00:50:00,3,1,18,high,0,0,18,0,1,fast,239,540.0,0,5.896111111,2.9000528819999998,8.633333333,1,102,low,1,162.0
2018-03-29 00:50:00,3,1,14,high,0,0,14,1,0,rat,250,540.0,0,5.899166667,2.9000528819999998,8.633333333,1,102,low,1,126.0
2018-03-29 00:51:00,3,1,2,low,0,0,2,1,0,bat,264,540.0,0,5.903055556,2.9000528819999998,8.633333333,1,102,low,1,18.0
2018-03-29 00:51:00,3,1,3,medium,0,0,3,0,1,fast,265,540.0,0,5.903333333,2.9000528819999998,8.633333333,1,102,low,1,27.0
2018-03-29 00:51:00,3,1,12,high,0,0,12,1,0,rat,279,540.0,0,5.907222222,2.9000528819999998,8.633333333,1,102,low,1,108.0
2018-03-29 00:51:00,3,1,15,high,0,0,15,0,1,fast,295,540.0,0,5.911666667,2.9000528819999998,8.633333333,1,102,low,1,135.0
2018-03-29 00:53:00,3,1,2,low,0,0,2,0,1,fast,426,540.0,0,5.948055556,2.9000528819999998,8.633333333,1,102,low,1,18.0
2018-03-29 00:54:00,3,1,34,very_high,1,0,34,1,0,rat,452,540.0,0,5.955277778,2.9000528819999998,8.633333333,1,102,low,1,306.0
2018-03-29 00:55:00,3,1,11,high,0,0,11,1,0,rat,507,540.0,0,5.970555556,2.9000528819999998,8.633333333,1,102,low,1,99.0
2018-03-29 02:20:00,3,1,13,high,0,0,13,0,1,fast,29,360.0,1,7.385833333,2.0,0.0,0,82,none,1,78.0
2018-03-29 02:21:00,3,1,2,low,0,0,2,0,1,fast,135,360.0,0,7.415277778,2.0,0.0,0,82,none,1,12.0
2018-03-29 02:22:00,3,1,2,low,0,0,2,1,0,rat,188,360.0,0,7.43,2.0,0.0,0,82,none,1,12.0
2018-03-29 02:25:00,3,1,28,very_high,1,0,28,1,0,rat,329,360.0,0,7.469166667,2.0,0.0,0,82,none,1,168.0
2018-03-20 02:11:00,3,1,4,medium,0,0,4,1,1,rat,46,0.0,0,8.347222222,2.2268999455,1.816666667,1,42,low,0,0.0
2018-03-20 03:17:00,3,1,2,low,0,0,2,0,1,fast,108,120.00000000000001,0,9.436944444,2.0,0.0,0,30,none,0,4.000000000000001
2018-03-31 00:28:00,3,1,25,very_high,1,0,25,1,0,bat,517,480.00000000000006,0,5.497777778,1.902391546,0.0,0,170,none,1,200.00000000000006
2018-03-31 01:57:00,3,1,3,medium,0,0,3,0,1,fast,537,600.0,0,6.976944444,1.0363963725,9.533333333,1,83,low,1,30.0
2018-03-31 00:28:00,3,1,1,low,0,0,1,0,0,fast,507,480.00000000000006,0,5.495,1.902391546,0.0,0,170,none,1,8.000000000000002
2018-03-31 01:58:00,3,1,64,very_high,1,1,64,0,1,fast,572,600.0,0,6.986666667,1.0363963725,9.533333333,1,83,low,1,640.0
2018-04-02 22:04:00,4,1,10,high,0,0,10,1,0,rat,381,660.0,0,3.06,2.516407119,8.95,1,180,low,1,110.0
2018-04-02 22:05:00,4,1,8,high,0,0,8,1,0,both,436,660.0,0,3.075277778,2.516407119,8.95,1,180,low,1,88.0
2018-04-02 22:05:00,4,1,2,low,0,0,2,0,1,fast,450,660.0,0,3.079166667,2.516407119,8.95,1,180,low,1,22.0
2018-04-02 22:05:00,4,1,6,medium,0,0,6,1,0,both,455,660.0,0,3.080555556,2.516407119,8.95,1,180,low,1,66.0
2018-04-02 22:06:00,4,1,2,low,0,0,2,0,0,fast,477,660.0,0,3.086666667,2.516407119,8.95,1,180,low,1,22.0
